image_path,device_type,defect_type,text_prompt
data\Laptop-damage-detection-testing.v1i.coco\20220907_155343-0-_jpg.rf.baa5353bd4a040669010203fd40d9989.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\386884550_856628329109809_4430599761854262884_n_jpg.rf.29e22aced11e7cb31314b771c4655833.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240906135024_top_jpg.rf.84e176a9b8cbbcfad176a6af02af563d.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370228014_714353090587826_5061806500961603007_n_jpg.rf.350167629abbe1b23ee79d88b22ea5cf.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370293564_336508052207587_1766574074299814173_n_jpg.rf.f4885982a8e6ba5398e1d60b73019981.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155346-0-_jpg.rf.eaf46e51e0643175dbc353370ac03920.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\20240913123033_top_jpg.rf.fceb3444d22211323eec523ff4c60604.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-50-17_jpg.rf.569a77290956f078b6ce19cad3887505.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370292903_1394141611482903_357238308047406006_n_jpg.rf.671f8320185c89bbf95c64b4414cf75a.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\41_jpg.rf.c4336e4c75c627d8a060a08330de32f7.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370197575_280865421487294_7982785502145262537_n_jpg.rf.b0f7643781ef37d2d08cef630e381e53.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\235272063_1489810811355264_6087893531455648178_n_jpg.rf.1da061cfd22de85304c0b6645d4b27be.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910152953_bottom_jpg.rf.4bf522d9289d37c6ffede1fc3f480fb5.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-38-21_jpg.rf.d66a05252da952f806d901939465283d.jpg,laptop,back panel damaging,"The back panel is damaged, which is visible in the image."
data\Laptop-damage-detection-testing.v1i.coco\446_jpg.rf.3a4102edeef05395db46a969aacad669.jpg,laptop,screen scratch,The screen of the laptop has a scratch on it.
data\Laptop-damage-detection-testing.v1i.coco\800013134_jpg.rf.97da996e94e2b66b00f7ba1b58832196.jpg,laptop,cracked screen,The screen is cracked and broken.
data\Laptop-damage-detection-testing.v1i.coco\99_jpeg_jpg.rf.e77ab149139743b4245aaff4c7d0da8f.jpg,laptop,keyboard malfunction,The keyboard is missing some keys.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-12-57_jpg.rf.b3a932df008aa1339c0fcd448c4bc280.jpg,laptop,display flickering,The image shows a display with a flickering screen.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-21-56_jpg.rf.b34f12f6385a4c555a0d1ef600866198.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\600014307_jpg.rf.6059440ff9351be81114d447cddd82e4.jpg,laptop,back panel damaging,"The back panel of the laptop is damaged, with a hole in the center."
data\Laptop-damage-detection-testing.v1i.coco\25_png_jpg.rf.71b9a732999696948c07c8b68ee886a9.jpg,laptop,display flickering,The image is blurry and has a flickering display.
data\Laptop-damage-detection-testing.v1i.coco\387525607_282712044579421_2280659367724447816_n_jpg.rf.8d1f3cd7826864111127e4f4ef1ad109.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\386477968_1344731392797029_5575715056584165488_n_jpg.rf.ea6b7d77bef1fa33af608c6e24a383c4.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153139_bottom_jpg.rf.30af6b251da8796d3aba9504c9e986b8.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\800013108_jpg.rf.c12cef8d63022e068f9afe40344063f2.jpg,laptop,screen scratch,The image shows a laptop computer with a cracked screen.
data\Laptop-damage-detection-testing.v1i.coco\387505318_687512386648113_1787845701610241914_n_jpg.rf.9a0b28e59efefd9198cf6327a0e0e788.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155411_jpg.rf.ec014c7fbba44e0b9ee44d0daebb0ee2.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\-223013064-12-01-2024-1_jpeg.rf.6f2af6b701ad278556190e70ef6161b5.jpg,laptop,screen scratch,"The image shows a screen with a small pink dot in the middle of it. The dot is surrounded by a white background. The screen appears to be scratched, which is the defect type."
data\Laptop-damage-detection-testing.v1i.coco\370244757_339461181889105_482276015014448608_n_jpg.rf.9246a995fcb97427b5976d0cbcddc5d6.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240913123144_top_jpg.rf.9bdfe31610560e187dbf83a8e0bc8890.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\386870979_667448808471839_1849354985514905760_n_jpg.rf.ad62ec61b48d9f612d965e289c033683.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153139_bottom_jpg.rf.59a9c89364f47757ad73ef8c766c6544.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240913122802_top_jpg.rf.1e3d74fd38beeaa3e09d63b5f6caf6b7.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370116014_265347126474136_4870941993653121884_n_jpg.rf.103aaf5fe72622ae74c3a3974e011826.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370082498_699386798909721_2604580787779817296_n_jpg.rf.6c2b105955df37d68927bf610647e065.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\600014337_jpg.rf.c7aeef852055908b7fcfd5730be63038.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-16-47-45_jpg.rf.5134c45cec481f237e4e7bedc5871f44.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\25_png_jpg.rf.cc935c8e1a72444d788ec69ec29a050d.jpg,laptop,camera defect,The image is blurry.
data\Laptop-damage-detection-testing.v1i.coco\387525607_282712044579421_2280659367724447816_n_jpg.rf.35432eac2ef9daf17726cc6f60e7e8ac.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\-223013872_2024-01-12_14-54-49_jpg.rf.954de83282dcc0f1382899511eeec464.jpg,laptop,screen scratch,The screen has a scratch on it.
data\Laptop-damage-detection-testing.v1i.coco\20240913123033_top_jpg.rf.26216d8a8519e2f1146646a8b430c1c0.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\1400013393_jpg.rf.cbba5c97cb113718c4a717c52a94a6a4.jpg,laptop,cracked screen,The screen of the laptop is cracked.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-19-06_jpg.rf.6b4c482bcb655981bf356f475654d505.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240906133458_top_jpg.rf.4447fa72c212190eaa6adcdf92be43cc.jpg,laptop,normal device,The device is a laptop.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160225-1-_jpg.rf.e059a9fe0ea33143c2a6b8b02f5f0faa.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153107_bottom_jpg.rf.15894d062424c5b9dd3800e2db64c5fc.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-40-15_jpg.rf.e107cabd33123ddd7f7414fd604668fd.jpg,laptop,back panel damaging,"The back panel of the device is damaged, with a visible hole."
data\Laptop-damage-detection-testing.v1i.coco\20220907_160225-1-_jpg.rf.6c78460a9297b71ab59108d85259639d.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\20240910153128_bottom_jpg.rf.7c8da2918e0471494a08e173557160fb.jpg,laptop,normal device,The device is a printer.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-47-18_jpg.rf.928ee166904a8a75a504a47d934c55e8.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\387458336_676778357743834_880618163784904241_n_jpg.rf.83e3acd0ffa4067098145e6ed205e484.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\7100014415_jpg.rf.beb742051bc1b3420e3104bacb01a746.jpg,laptop,battery swelling,"The image shows a silver Sony laptop with a battery swelling issue. The swelling is visible on the laptop's surface, indicating a problem with the battery. This could potentially cause the laptop to overheat or malfunction."
data\Laptop-damage-detection-testing.v1i.coco\YOLO-test-image-5_jpg.rf.a03329e50d2ce41da28cc2d26aef58b2.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370059584_253807157654835_1991263673734689569_n_jpg.rf.54244789f24bb5c6b17955e15253e332.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387499955_638124278199813_8136866318153395863_n_jpg.rf.16b973db59d35c024b7d5ecb865a25ab.jpg,laptop,screen scratch,The screen of the laptop is scratched.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160218-0-_jpg.rf.ebf59c59fe185550969f6951085709e4.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\370082498_699386798909721_2604580787779817296_n_jpg.rf.5a5e2e6950f4d3da2830e62baff4862e.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240906135024_top_jpg.rf.c0c29f411f30234b2831b05e259034f7.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\-_2024-10-12_184247733_png.rf.0d98f93a97a2607c33fd868d34f5281c.jpg,laptop,keyboard malfunction,The keyboard is not functioning properly.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155342_jpg.rf.22e85d02c051549883c0080af2572a93.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160225-0-_jpg.rf.02653a9b546ab297fef7cd66faa2425a.jpg,laptop,keyboard malfunction,The keyboard is broken.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160215-0-_jpg.rf.a643e4950e692509c9c5bb8c139e4533.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\370294826_1209137070477863_5638043757013397150_n_jpg.rf.691ef0130c3292f137dadca142e68c19.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240906135024_top_jpg.rf.0550bd7236759619adc7bd636c3b0bd1.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\1114_jpg.rf.b231e6e67d358b724091389fa5e33845.jpg,laptop,charging port issue,The charging port is broken.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-54-03_jpg.rf.a76e744b31e041d5e24fb57c718250a9.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387588554_724350416221349_3031443269795842578_n_jpg.rf.356ad5d351b2d2351fa897bf9cdef5d0.jpg,laptop,back panel damaging,"The back panel of the laptop is damaged, with a visible scratch."
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-50-17_jpg.rf.8c8b1e8ffee0dc7d59d4b84e4dfbc8e2.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\600014328_jpg.rf.e46f6e1cd99020f73d6b1ee4ef48babc.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\7100014360_jpg.rf.f68d9bfdbfb5634d4900c3d58eeb17d9.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240913122802_top_jpg.rf.13247d0f48a42f6863be2d43229f1107.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2100006174_jpg.rf.ee310c6b670b044b496494f4644ec8d1.jpg,laptop,screen scratch,The laptop's screen is cracked and has a scratch on it.
data\Laptop-damage-detection-testing.v1i.coco\387505318_687512386648113_1787845701610241914_n_jpg.rf.fb57b1eb09512f9b5929cccd70aba5d3.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155342_jpg.rf.c1a5c496e6e819c80c8f4d5880a5696a.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\20240910153107_bottom_jpg.rf.f88032991004d428271ec5fe16a8520d.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153116_bottom_jpg.rf.76490c9306f1a99180842974cf49c2a2.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155400_jpg.rf.d543a794ab41334c8abc9b33f6b3854e.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-13-42-01_jpg.rf.6ea31336743855b76ddb0d7bc7a98fcd.jpg,laptop,keyboard malfunction,The keyboard is not functioning properly.
data\Laptop-damage-detection-testing.v1i.coco\387525607_282712044579421_2280659367724447816_n_jpg.rf.7a6c98a5b42f3cdadec367f826daeb13.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370196129_324140113630976_3836155530682924015_n_jpg.rf.612bd5aa911e0277865d74ca79476fba.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153128_bottom_jpg.rf.9d30042e38042e97e39e75f8da4c0334.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\031245531b21f2_jpg.rf.04a1105be86741cf67c6ba04fcbff875.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\100_jpeg_jpg.rf.cc8e54af7033d35c47f2f3a07627fb7b.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\1920-1920_jpg.rf.9bf683d6ee158ff4c9ac561b457a3317.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\386884550_856628329109809_4430599761854262884_n_jpg.rf.a617762ac04e92a8186b6d52be879420.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370293564_336508052207587_1766574074299814173_n_jpg.rf.aa0552a6a0e9e89ceab19ac1ed12c2bf.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387622487_291734880373638_5775984471605830976_n_jpg.rf.a03af0fe058cb7882ea3a6f5283cd2da.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387472915_2934580083339345_5531479834033312923_n_jpg.rf.7ffd0f592c8f40ce3226901b543428fc.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910152821_bottom_jpg.rf.923d656f8043908fab663c3d696dee80.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\-223013237-4-_jpeg.rf.4ce196a127a8e40d1f0d69147386af5e.jpg,laptop,display flickering,The image is blurry.
data\Laptop-damage-detection-testing.v1i.coco\600014307_jpg.rf.f34673d052bce0dd0eb96e41a329885f.jpg,laptop,back panel damaging,"The back panel of the laptop is damaged, with a hole in the center."
data\Laptop-damage-detection-testing.v1i.coco\370130480_740339634591263_2767953956412768827_n_jpg.rf.b3726c9742211528bc20ae114d0b86db.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-16-40-26_jpg.rf.3d3d38d19320f17c0d4a342d552e4654.jpg,laptop,cracked screen,The screen is cracked.
data\Laptop-damage-detection-testing.v1i.coco\386870979_667448808471839_1849354985514905760_n_jpg.rf.c884007c91bae75b293fffc8ce062284.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160225_jpg.rf.38f0eb8c3459fcb7e331df5b2f748cda.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\1400013365_jpg.rf.885fab583837e7eda351f5309fb162b3.jpg,laptop,normal device,The laptop is missing its screen.
